cd_cnpj,nm_razao_social,qt_filial,cod_fl_matriz,dsc_fl_matriz,fl_optante_simei,de_optante_simei,fl_optante_simples,de_optante_simples,pk_dt_abertura,pk_endereco,pk_cnae,cd_natureza_juridica,de_classif_natureza_juridica,de_natureza_juridica,de_nivel_atividade,de_saude_tributaria,de_situacao,vl_total_veiculos_antt,filtro_veiculos_antt,vl_total_veiculos_leves,vl_total_veiculos_pesados,vl_soma_veiculos_leves_pesados,fx_veiculo_leves_pesados
27015940000100,AGUIDA COMERCIO DE ONIBUS LTDA,,1,MATRIZ,0,NÃO,0,NÃO,7030,7031,-,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
07874741000140,VILMA ROCIO RIBEIRO DYBAS,,1,MATRIZ,0,NÃO,0,NÃO,7032,7033,-,2135,PRIVADO,EMPRESARIO INDIVIDUAL,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
08950339000160,GERALDO BEZERRA CAVALCANTI,,1,MATRIZ,0,NÃO,0,NÃO,7034,7035,-,4014,PRIVADO,EMPRESA INDIVIDUAL IMOBILIARIA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
56126220000110,ROTISSERIA SAL DOCE LTDA,,1,MATRIZ,0,NÃO,0,NÃO,7036,7037,-,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
58826926000110,JOAO VALEZIN NETO ME,,1,MATRIZ,0,NÃO,0,NÃO,4463,7038,-,2135,PRIVADO,EMPRESARIO INDIVIDUAL,INATIVA,,BAIXADA,,NÃO,3,0,3,00 a 05
54836630000120,J R ACCORSI & CIA LTDA,,1,MATRIZ,0,NÃO,0,NÃO,5165,7039,-,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
63270789000110,M N FERRAZ COMERCIO LTDA ME,,1,MATRIZ,0,NÃO,0,NÃO,7040,7041,-,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
73147688000100,ADELI COMERCIO DE CARNES E DERIVADOS LTDA,,1,MATRIZ,0,NÃO,0,NÃO,7042,7043,-,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
38593273000160,DARIO DE PAULA SANTOS E CIA LTDA,,1,MATRIZ,0,NÃO,0,NÃO,491,7044,-,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
39484167000100,SERGIO S M JUNIOR LOCACAO DE GAMES,,1,MATRIZ,0,NÃO,0,NÃO,7045,7046,-,4014,PRIVADO,EMPRESA INDIVIDUAL IMOBILIARIA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
49170947000130,APARECIDO RODRIGUES SOARES & CIA LTDA,,1,MATRIZ,0,NÃO,0,NÃO,7047,7048,-,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
84324573000160,ZONA RURAL COMERCIO E IND DE ALIMENTOS VEGETAIS LTDA,,1,MATRIZ,0,NÃO,0,NÃO,7049,7050,-,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
84107424000140,COMBEBE COMERCIO DE BEBIDAS E ESTIVAS LTDA,,1,MATRIZ,0,NÃO,0,NÃO,7051,7052,-,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
93859304000190,STAR SHOWER LTDA,,1,MATRIZ,0,NÃO,0,NÃO,1990,7053,-,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
86794435000170,TRANSPORTES DAMIANI LTDA ME,,1,MATRIZ,0,NÃO,0,NÃO,3399,7054,-,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
03254516000150,VALMIR DE SOUZA LEAL ME,,1,MATRIZ,0,NÃO,0,NÃO,7055,7056,-,2135,PRIVADO,EMPRESARIO INDIVIDUAL,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
03670470000150,RM PRODUCOES LTDA ME,,1,MATRIZ,0,NÃO,0,NÃO,7057,7058,-,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
00218944000130,SAMAMBAIA BAR E LANCHONETE LTDA,,1,MATRIZ,0,NÃO,0,NÃO,7059,7060,-,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
10006140000120,ELEICAO 2008 COMITE FINANCEIRO MUNICIPAL PARA VEREADOR SP PMN,,1,MATRIZ,0,NÃO,0,NÃO,2629,7061,-,3999,PRIVADO,ASSOCIACAO PRIVADA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
83671149000120,AGRESTE COMERCIAL EPP LTDA,,1,MATRIZ,0,NÃO,0,NÃO,7062,7063,18612,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,ALTA,AZUL,ATIVA,,NÃO,3,0,3,00 a 05
92279066000180,REVERSUL PINTURA LTDA,,1,MATRIZ,0,NÃO,0,NÃO,7064,7065,-,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
25336082000170,ARIOVALDO A PERES & CIA LTDA,,1,MATRIZ,0,NÃO,0,NÃO,7066,7067,-,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
09233045000180,J J O PESCADOS LTDA ME,,1,MATRIZ,0,NÃO,0,NÃO,2188,7068,-,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
78162641000130,JOAO BIIHRER MACHADO,,1,MATRIZ,0,NÃO,0,NÃO,7069,7070,-,2135,PRIVADO,EMPRESARIO INDIVIDUAL,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
66838848000100,HIDROMAN ENGENHARIA LTDA ME SC,,1,MATRIZ,0,NÃO,0,NÃO,1595,7071,-,2240,PRIVADO,SOCIEDADE SIMPLES LIMITADA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
66788332000190,MOGI CEREAIS LTDA,,1,MATRIZ,0,NÃO,0,NÃO,7072,7073,-,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
66944612000140,CLEUSA APARECIDA DE ARAUJO PENHOLATO,,1,MATRIZ,0,NÃO,0,NÃO,1990,7074,-,2135,PRIVADO,EMPRESARIO INDIVIDUAL,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
34481416000190,IZAIAS BATISTA PEQUENO,,1,MATRIZ,0,NÃO,0,NÃO,263,7075,-,2135,PRIVADO,EMPRESARIO INDIVIDUAL,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
11855224000100,CLEBER MARCELINO DE GOIS ME,,1,MATRIZ,0,NÃO,0,NÃO,7076,7077,18613,2135,PRIVADO,EMPRESARIO INDIVIDUAL,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
31473234000180,JAIME ANTONIO PRATTI,,1,MATRIZ,0,NÃO,0,NÃO,7078,7079,-,2135,PRIVADO,EMPRESARIO INDIVIDUAL,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
66717869000160,CLARA C PURCHIO CERAMICA E ARTE,,1,MATRIZ,0,NÃO,0,NÃO,7080,7081,-,2135,PRIVADO,EMPRESARIO INDIVIDUAL,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
24373177000100,LUIZ SOARES DA SILVA,,1,MATRIZ,0,NÃO,0,NÃO,7082,7083,-,2135,PRIVADO,EMPRESARIO INDIVIDUAL,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
15410529000150,SELMA DE SOUSA LOPES MEI,,1,MATRIZ,1,SIM,1,SIM,3565,7084,18614,2135,PRIVADO,EMPRESARIO INDIVIDUAL,INATIVA,VERDE,BAIXADA,,NÃO,,,0,00 a 05
14643957000160,J S FRANCA COMERCIO ME,,1,MATRIZ,0,NÃO,1,SIM,2843,7085,18615,2135,PRIVADO,EMPRESARIO INDIVIDUAL,MEDIA,AZUL,ATIVA,,NÃO,,,0,00 a 05
12717654000110,OSVALDO CLEMENTE DOS SANTOS MEI,,1,MATRIZ,1,SIM,1,SIM,133,7086,18616,2135,PRIVADO,EMPRESARIO INDIVIDUAL,MEDIA,AMARELO,ATIVA,,NÃO,,,0,00 a 05
13340861000160,ANTONIO CARLOS DE MELO DOS SANTOS MEI,,1,MATRIZ,1,SIM,1,SIM,7087,7088,18617,2135,PRIVADO,EMPRESARIO INDIVIDUAL,BAIXA,AMARELO,ATIVA,,NÃO,,,0,00 a 05
09177994000190,CLINICA ODONTOLOGICA RIO DO SUL LTDA ME,,1,MATRIZ,0,NÃO,1,SIM,7089,7090,18618,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,ALTA,VERDE,ATIVA,,NÃO,,,0,00 a 05
12243973000130,SABOR DA BRASA GRILL LTDA ME,,1,MATRIZ,0,NÃO,1,SIM,5450,7091,18619,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,ALTA,VERDE,ATIVA,,NÃO,,,0,00 a 05
13225232000190,JOSE DOS PASSOS SILVA DEMOLICOES ME,,1,MATRIZ,0,NÃO,1,SIM,7092,7093,18620,2135,PRIVADO,EMPRESARIO INDIVIDUAL,ALTA,AZUL,ATIVA,,NÃO,,,0,00 a 05
95992020000100,MUNICIPIO DE MACIEIRA,,1,MATRIZ,0,NÃO,0,NÃO,7094,7095,18621,1244,PUBLICO,MUNICIPIO,ALTA,VERDE,ATIVA,,NÃO,6,11,17,16 a 30
13895763000190,VANESSA DE VILHENA BRITO MEI,,1,MATRIZ,1,SIM,1,SIM,2394,7096,18622,2135,PRIVADO,EMPRESARIO INDIVIDUAL,MEDIA,AMARELO,ATIVA,,NÃO,,,0,00 a 05
08052233000140,ROGERIO SILVEIRA,,1,MATRIZ,0,NÃO,0,NÃO,7097,7098,18623,2135,PRIVADO,EMPRESARIO INDIVIDUAL,BAIXA,AMARELO,ATIVA,,NÃO,,,0,00 a 05
11845452000190,FABIO GONCALVES LIMA MEI,,1,MATRIZ,0,NÃO,0,NÃO,7076,7099,18624,2135,PRIVADO,EMPRESARIO INDIVIDUAL,INATIVA,AMARELO,BAIXADA,,NÃO,,,0,00 a 05
14678879000130,EDIANA GONCALVES MARQUES MEI,,1,MATRIZ,1,SIM,1,SIM,6700,7100,18625,2135,PRIVADO,EMPRESARIO INDIVIDUAL,MEDIA,VERDE,ATIVA,,NÃO,,,0,00 a 05
04342703000230,FARMACIA FAGUNDES VARELA LTDA ME,,0,FILIAL,0,NÃO,0,NÃO,5075,7101,18626,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,ALTA,VERDE,ATIVA,,NÃO,,,0,00 a 05
16895312000140,MARIA CRISTIANE DOS SANTOS MEI,,1,MATRIZ,1,SIM,1,SIM,5505,7102,18627,2135,PRIVADO,EMPRESARIO INDIVIDUAL,MEDIA,AMARELO,ATIVA,,NÃO,,,0,00 a 05
14577677000100,FRANCISCO LOPES DA SILVA FILHO MEI,,1,MATRIZ,1,SIM,1,SIM,313,7103,18628,2135,PRIVADO,EMPRESARIO INDIVIDUAL,BAIXA,AMARELO,ATIVA,,NÃO,,,0,00 a 05
00897996000180,A C M C REPRESENTACOES COMERCIAIS LTDA ME SC,,1,MATRIZ,0,NÃO,0,NÃO,7104,7105,18629,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,ALTA,AZUL,ATIVA,,NÃO,,,0,00 a 05
10763196000120,B F SILVA MERCADO ME,,1,MATRIZ,0,NÃO,1,SIM,7106,7107,18630,2135,PRIVADO,EMPRESARIO INDIVIDUAL,MEDIA,AZUL,ATIVA,,NÃO,,,0,00 a 05
02541280000170,MORASCO & CASTILHO LTDA ME,,1,MATRIZ,0,NÃO,0,NÃO,7108,7109,18631,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,BAIXA,AZUL,ATIVA,,NÃO,,,0,00 a 05
11815700000150,EDNEIA PROENCA SARDINHA MEI,,1,MATRIZ,0,NÃO,0,NÃO,7110,7111,18632,2135,PRIVADO,EMPRESARIO INDIVIDUAL,INATIVA,VERDE,BAIXADA,,NÃO,,,0,00 a 05
12573114000100,MARCELO GOES DA SILVA MEI,,1,MATRIZ,1,SIM,1,SIM,2638,7112,18633,2135,PRIVADO,EMPRESARIO INDIVIDUAL,MEDIA,VERDE,ATIVA,,NÃO,1,0,1,00 a 05
13321010000170,VALDECIR JOSE DE SOUSA ME,,1,MATRIZ,1,SIM,1,SIM,3193,7113,18634,2135,PRIVADO,EMPRESARIO INDIVIDUAL,MEDIA,AZUL,ATIVA,,NÃO,,,0,00 a 05
11210997000120,L D W SOFTWARE SOLUTIONS LTDA,,1,MATRIZ,0,NÃO,0,NÃO,4086,7114,18635,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,MEDIA,AZUL,ATIVA,,NÃO,,,0,00 a 05
13317379000100,QUADROS CONTABILIDADE LTDA ME,,1,MATRIZ,0,NÃO,1,SIM,7115,7116,18636,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,ALTA,VERDE,ATIVA,,NÃO,,,0,00 a 05
15260842000150,NAYARA CRISTINA SANTOS MEI,,1,MATRIZ,1,SIM,1,SIM,2256,7117,18637,2135,PRIVADO,EMPRESARIO INDIVIDUAL,ALTA,VERDE,ATIVA,,NÃO,1,0,1,00 a 05
15731794000130,ROGERIO DUARTE RODRIGUES CONSTRUCOES ME,,1,MATRIZ,0,NÃO,0,NÃO,2482,7118,18638,2135,PRIVADO,EMPRESARIO INDIVIDUAL,MEDIA,AMARELO,ATIVA,,NÃO,,,0,00 a 05
14128492000100,LAIZA ERIKA BATISTA DE OLIVEIRA MEI,,1,MATRIZ,1,SIM,1,SIM,1999,7119,18639,2135,PRIVADO,EMPRESARIO INDIVIDUAL,BAIXA,AMARELO,ATIVA,,NÃO,,,0,00 a 05
15744359000140,EDGARDO MARCOS ASTOLA SANCHEZ MEI,,1,MATRIZ,1,SIM,1,SIM,3136,7120,18640,2135,PRIVADO,EMPRESARIO INDIVIDUAL,ALTA,VERDE,ATIVA,,NÃO,1,0,1,00 a 05
08778471000480,JOAO VICENTE PAES MARQUES,,0,FILIAL,0,NÃO,0,NÃO,6214,7121,18641,4120,PRIVADO,PRODUTOR RURAL PESSOA FISICA,ALTA,VERDE,ATIVA,,NÃO,,,0,00 a 05
08404445000300,ANTONIO CARLOS CHECCO E OUTROS,,0,FILIAL,0,NÃO,0,NÃO,7122,7123,18642,4120,PRIVADO,PRODUTOR RURAL PESSOA FISICA,MEDIA,VERDE,ATIVA,,NÃO,,,0,00 a 05
13397678000100,JURACY CRUZ ALVES MEI,,1,MATRIZ,1,SIM,1,SIM,2644,7124,18643,2135,PRIVADO,EMPRESARIO INDIVIDUAL,ALTA,AZUL,ATIVA,,NÃO,,,0,00 a 05
05112656000110,LUCIANE CARVALHO ALTVATER ME,,1,MATRIZ,0,NÃO,0,NÃO,7125,7126,18644,2135,PRIVADO,EMPRESARIO INDIVIDUAL,BAIXA,LARANJA,ATIVA,,NÃO,,,0,00 a 05
07907910000100,ASSOCIACAO DOS PRODUTORES RURAIS DO RINCAO DOS MENEZES,,1,MATRIZ,0,NÃO,0,NÃO,4110,7127,18645,3999,PRIVADO,ASSOCIACAO PRIVADA,MEDIA,AMARELO,ATIVA,,NÃO,,,0,00 a 05
15243526000170,V F DE LIMA ME,,1,MATRIZ,0,NÃO,1,SIM,2246,7128,18646,2135,PRIVADO,EMPRESARIO INDIVIDUAL,MEDIA,AZUL,ATIVA,,NÃO,,,0,00 a 05
07144606000140,CRISTINA SILVA DA COSTA SANTOS ME,,1,MATRIZ,0,NÃO,0,NÃO,7129,7130,18647,2135,PRIVADO,EMPRESARIO INDIVIDUAL,MEDIA,AZUL,ATIVA,,NÃO,,,0,00 a 05
09350106000190,ASSOCIACAO DAS OPERADORAS DE RECEPTIVO DE SAO PAULO,,1,MATRIZ,0,NÃO,0,NÃO,7131,7132,18648,3999,PRIVADO,ASSOCIACAO PRIVADA,INATIVA,VERDE,BAIXADA,,NÃO,,,0,00 a 05
13288285000150,MEYRIANE APARECIDA LOPES DOS SANTOS ME,,1,MATRIZ,0,NÃO,1,SIM,3193,7133,18649,2135,PRIVADO,EMPRESARIO INDIVIDUAL,ALTA,AZUL,ATIVA,,NÃO,,,0,00 a 05
01260773000170,EVALDO JOSE DE OLIVEIRA & CIA LTDA ME,,1,MATRIZ,0,NÃO,1,SIM,7134,7135,18650,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,MEDIA,AZUL,ATIVA,,NÃO,1,0,1,00 a 05
08084145000120,FUSAZAKI ASSESSORIA EM TRADUCOES LTDA ME SS,,1,MATRIZ,0,NÃO,0,NÃO,6165,7136,18651,2240,PRIVADO,SOCIEDADE SIMPLES LIMITADA,MEDIA,AZUL,ATIVA,,NÃO,,,0,00 a 05
02958812000170,CINCO ESTRELAS DIVULGACAO E COMERCIO DE BRINDES LTDA ME,,1,MATRIZ,0,NÃO,0,NÃO,7137,7138,18652,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
11615657000180,CASA E CAMPO MATERIAIS DE CONSTRUCAO LTDA ME,,1,MATRIZ,0,NÃO,1,SIM,234,7139,18653,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,INATIVA,LARANJA,BAIXADA,,NÃO,,,0,00 a 05
46249322000170,ARTCONT AUDITORIA E ASSESSORIA CONTABEIS LTDA ME,,1,MATRIZ,0,NÃO,1,SIM,7140,7141,18654,2240,PRIVADO,SOCIEDADE SIMPLES LIMITADA,MEDIA,LARANJA,ATIVA,,NÃO,,,0,00 a 05
11682310000150,FRANCIELE PIASSA GENOVAI MEI,,1,MATRIZ,0,NÃO,0,NÃO,259,7142,18655,2135,PRIVADO,EMPRESARIO INDIVIDUAL,INATIVA,VERDE,BAIXADA,,NÃO,,,0,00 a 05
24347734000100,J E DA SILVA MERCADINHO ME,,1,MATRIZ,0,NÃO,1,SIM,7143,7144,18656,2135,PRIVADO,EMPRESARIO INDIVIDUAL,MEDIA,LARANJA,ATIVA,,NÃO,,,0,00 a 05
09407977000100,IARA MEYER GUERRA COMERCIO DE CONFECCOES LTDA ME,,1,MATRIZ,0,NÃO,1,SIM,7145,7146,18657,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,MEDIA,AZUL,ATIVA,,NÃO,,,0,00 a 05
09435040000130,SONIA MARIA EBERTZ RODRIGUES ME,,1,MATRIZ,0,NÃO,1,SIM,4558,7147,18658,2135,PRIVADO,EMPRESARIO INDIVIDUAL,INATIVA,VERDE,BAIXADA,,NÃO,,,0,00 a 05
11130254000140,CLOVIS FRANCO GOMES,,1,MATRIZ,1,SIM,1,SIM,2724,7148,18659,2135,PRIVADO,EMPRESARIO INDIVIDUAL,MEDIA,VERDE,ATIVA,,NÃO,,,0,00 a 05
77832574000150,ASSOC DE DESENVOLVIMENTO COMUNITARIO DE MARCIANOPOLIS,,1,MATRIZ,0,NÃO,0,NÃO,7149,7150,18660,3999,PRIVADO,ASSOCIACAO PRIVADA,MEDIA,AZUL,ATIVA,,NÃO,,,0,00 a 05
12307005000140,RAIMUNDO FELIX VIEIRA ME,,1,MATRIZ,0,NÃO,0,NÃO,7151,7152,18661,2135,PRIVADO,EMPRESARIO INDIVIDUAL,ALTA,AZUL,ATIVA,,NÃO,,,0,00 a 05
12834424000130,LIBRA FOMENTO MERCANTIL LTDA,,1,MATRIZ,0,NÃO,0,NÃO,846,7153,18662,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
03690329000110,TECH CELL SOFTWARE E COMPUTADORES LTDA ME,1,1,MATRIZ,0,NÃO,1,SIM,7154,7155,18663,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,ALTA,VERDE,ATIVA,,NÃO,,,0,00 a 05
05375384000140,A M DO NASCIMENTO VESTUARIO ME,,1,MATRIZ,0,NÃO,0,NÃO,7156,7157,18664,2135,PRIVADO,EMPRESARIO INDIVIDUAL,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
09502486000130,ANDERSON DA COSTA PAIVA ME,,1,MATRIZ,0,NÃO,1,SIM,3190,7158,18665,2135,PRIVADO,EMPRESARIO INDIVIDUAL,INATIVA,AZUL,BAIXADA,,NÃO,,,0,00 a 05
57970550000150,MERCEARIA DA FOFINHA LTDA ME,,1,MATRIZ,0,NÃO,0,NÃO,7159,7160,18666,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,BAIXA,LARANJA,ATIVA,,NÃO,,,0,00 a 05
09502087000170,DIONIL GUEDES ME,,1,MATRIZ,0,NÃO,0,NÃO,1085,7161,18667,2135,PRIVADO,EMPRESARIO INDIVIDUAL,MEDIA,AZUL,ATIVA,,NÃO,,,0,00 a 05
15429014000100,FABIO SOARES DE CARVALHO ME,,1,MATRIZ,0,NÃO,0,NÃO,1705,7162,18668,2135,PRIVADO,EMPRESARIO INDIVIDUAL,ALTA,AZUL,ATIVA,,NÃO,,,0,00 a 05
03254985000170,BELLA ROCHA LTDA ME,,1,MATRIZ,0,NÃO,1,SIM,7163,7164,18669,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,ALTA,VERDE,ATIVA,,NÃO,,,0,00 a 05
05268684000120,SHIRLEY MOREIRA PAIM DA SILVA ME,,1,MATRIZ,0,NÃO,0,NÃO,147,7165,18670,2135,PRIVADO,EMPRESARIO INDIVIDUAL,MEDIA,LARANJA,ATIVA,,NÃO,,,0,00 a 05
12831267000100,PROMOLOVER MARKETING LTDA ME,,1,MATRIZ,0,NÃO,1,SIM,2817,7166,18671,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,MEDIA,AZUL,ATIVA,,NÃO,,,0,00 a 05
12680215000180,JOAO ADALBERTO SANTOS DE OLIVEIRA MEI,,1,MATRIZ,1,SIM,1,SIM,7167,7168,18672,2135,PRIVADO,EMPRESARIO INDIVIDUAL,MEDIA,AMARELO,ATIVA,,NÃO,,,0,00 a 05
06236931000170,GONCALVES E ALVES MATERIAIS DE ESCRITORIO LTDA ME,,1,MATRIZ,0,NÃO,0,NÃO,7169,7170,18673,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,BAIXA,AMARELO,ATIVA,,NÃO,,,0,00 a 05
11142530000190,COMERCIAL MISTER MOORE LTDA ME,1,1,MATRIZ,0,NÃO,1,SIM,7171,7172,18674,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,ALTA,AZUL,ATIVA,,NÃO,,,0,00 a 05
14557826000160,PAULO ROBERTO FERNANDES SPERANCIN MEI,,1,MATRIZ,1,SIM,1,SIM,285,7173,18675,2135,PRIVADO,EMPRESARIO INDIVIDUAL,MEDIA,AMARELO,ATIVA,,NÃO,,,0,00 a 05
44766988000170,MADEIRAS PAULICEIA LTDA ME,,1,MATRIZ,0,NÃO,0,NÃO,7174,7175,18676,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,MEDIA,LARANJA,ATIVA,,NÃO,,,0,00 a 05
15289848000150,RIVONALDO RIBEIRO CHAVES JUNIOR MEI,,1,MATRIZ,1,SIM,1,SIM,29,7176,18677,2135,PRIVADO,EMPRESARIO INDIVIDUAL,BAIXA,AMARELO,ATIVA,,NÃO,,,0,00 a 05
21779491000190,CASA DELTA COMERCIAL LTDA ME,,1,MATRIZ,0,NÃO,1,SIM,7177,7178,18678,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,ALTA,VERDE,ATIVA,,NÃO,,,0,00 a 05
28180743000100,CONDOMINIO DO EDIFICIO TERRA VERDE,,1,MATRIZ,0,NÃO,0,NÃO,7179,7180,18679,3085,PRIVADO,CONDOMINIO EDILICIO,ALTA,AZUL,ATIVA,,NÃO,,,0,00 a 05
16693823000180,ANA CELIA SOUZA DE JESUS MEI,,1,MATRIZ,1,SIM,1,SIM,2304,7181,18680,2135,PRIVADO,EMPRESARIO INDIVIDUAL,MEDIA,AMARELO,ATIVA,,NÃO,,,0,00 a 05
15446367000100,MARCELO MARINHO MAGNAVITA MEI,,1,MATRIZ,1,SIM,1,SIM,7182,7183,18681,2135,PRIVADO,EMPRESARIO INDIVIDUAL,ALTA,VERDE,ATIVA,,NÃO,,,0,00 a 05
15060269000130,SKY SOLAR PARTICIPACOES II LTDA,,1,MATRIZ,0,NÃO,0,NÃO,23,7184,18682,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,ALTA,VERDE,ATIVA,,NÃO,,,0,00 a 05
09348254000250,FREDEANA COMERCIO DE COSMETICOS E SERVICOS LTDA ME,,0,FILIAL,0,NÃO,1,SIM,7185,7186,18683,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,ALTA,VERDE,ATIVA,,NÃO,,,0,00 a 05
08698684000310,PROJETO FOX 41 DESENVOLVIMENTO IMOBILIARIO LTDA,,0,FILIAL,0,NÃO,0,NÃO,127,7187,18684,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,MEDIA,VERDE,ATIVA,,NÃO,,,0,00 a 05
15618621000100,SOUZA & TEIXEIRA ASSOCIADOS LTDA ME,,1,MATRIZ,0,NÃO,1,SIM,1325,7188,18685,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,MEDIA,AZUL,ATIVA,,NÃO,,,0,00 a 05
82340126000170,REPRESENTACOES COMERCIAIS LORECELOS LTDA,,1,MATRIZ,0,NÃO,0,NÃO,7189,7190,-,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
87477170000140,GUIDO KRUGER,,1,MATRIZ,0,NÃO,0,NÃO,7191,7192,-,2135,PRIVADO,EMPRESARIO INDIVIDUAL,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
07575989000100,LEONARDO ANDREOTTI DA SILVA ME,,1,MATRIZ,0,NÃO,0,NÃO,7193,7194,-,2135,PRIVADO,EMPRESARIO INDIVIDUAL,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
53414850000100,ROBERTO RIBEIRO PEDRO & CIA LTDA,,1,MATRIZ,0,NÃO,0,NÃO,7195,7196,-,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
03930303000100,ZUCA EMPREENDIMENTOS E PARTICIPACOES LTDA,,1,MATRIZ,0,NÃO,0,NÃO,7197,7198,-,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
03227862000140,CARLOS DA SILVA ARACATUBA ME,,1,MATRIZ,0,NÃO,0,NÃO,1748,7199,-,2135,PRIVADO,EMPRESARIO INDIVIDUAL,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
93467470000140,CLAUDIOMIRO M PETERS ME,,1,MATRIZ,0,NÃO,0,NÃO,7200,7201,-,2135,PRIVADO,EMPRESARIO INDIVIDUAL,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
